FROM,TO,WEIGHT
janecarvajal,bonoboxchile,2
janecarvajal,diputadonaranjo,2
lauritadegodoy,paz_charpentier,2
lauritadegodoy,berfontaine,2
lauritadegodoy,24horastvn,2
maurici61766958,kennysubiabre,2
catalina_valpo,amorenoe,2
yerko20andres,berfontaine,2
plurichileno,berfontaine,2
ema_pata,paz_charpentier,2
patycolor01,ccifuentesh,2
cofre_alejandro,hugoguionista,2
augusto_quezada,berfontaine,2
marcela53861788,paz_charpentier,2
pazenchile2020,miderechoeducar,2
pazenchile2020,latendenciacl,2
pazenchile2020,macapatriota,2
silvana43922715,manuconstituye,2
ramospardop,berfontaine,2
sonia08148757,berfontaine,2
sonia08148757,aldunatefran,2
sburgosv,sebasti45781359,2
tita_novoa,maldonadocurti,2
tita_novoa,conihube,2
tita_novoa,joselabbem,2
tita_novoa,paz_charpentier,2
caceresjoo,kekabasualdo,2
caceresjoo,beethovenclusa,2
caceresjoo,miderechoeducar,2
caceresjoo,chica61432746,2
michel778899,maldonadocurti,2
michel778899,24horastvn,2
ramonburgos6,berfontaine,2
darioadelal,sinfiltros_tv,2
andreasakurada,maldonadocurti,2
andreasakurada,berfontaine,2
hmelipillano,maldonadocurti,2
depablopueblo,anahidurandg,2
rosadelvalle_,hugoguionista,2
maracri45998921,ccifuentesh,2
maracri45998921,profesor_silva,2
sergiou01329861,ccifuentesh,2
lilypeder,ursulaeggers,2
claudia73895279,maldonadocurti,2
patagonico75202,panchoorregog,2
urrutiapatty,berfontaine,2
urrutiapatty,lucasaykal,2
monicamoningen,aldunatefran,2
patiisep,berfontaine,2
patiisep,paz_charpentier,2
milton10086672,berfontaine,2
milton10086672,24horastvn,2
javitga,ampueroadriana,2
jhonwic00996286,dpm_chile2020,2
yolanda41092402,jeniffermella,2
themys77,conihube,2
themys77,miderechoeducar,2
sylvia47828787,karinstaab,2
eugenia45765340,conciencia_ong,2
gabriel08804983,kennysubiabre,2
gabriel08804983,rkatrileo,2
gabriel08804983,meqchile,2
jpmm56018856,hugoguionista,2
samu_buchi,patrialibertadn,2
jldebeaumont,berfontaine,2
cmerituatona,berfontaine,2
cmerituatona,angeldlacruz_,2
cristian198314,panchoorregog,2
ldbastidas,paz_charpentier,2
mariangel2ariel,paz_charpentier,2
abogalerta,maldonadocurti,2
mtel5985,edosalascerda,2
marg9173,supernova_2020,2
yorechazozurdos,kekabasualdo,2
edotrigol,marcetys,2
fedoraletelier,miderechoeducar,2
atomyellow46,paz_charpentier,2
academica2021,24horastvn,2
academica2021,frenterebeldes,2
pdiaza_pau,paz_charpentier,2
borquezrosario,lucyanaah,2
t4vor,encuestaschil10,2
yociudadana,paz_charpentier,2
yociudadana,berfontaine,2
yociudadana,conihube,2
yociudadana,ccifuentesh,2
yociudadana,miderechoeducar,2
marcovamoschile,berfontaine,2
edu10100,berfontaine,2
edu10100,panchoorregog,2
marceloalonsoh,paz_charpentier,2
marceloalonsoh,supernova_2020,2
jorgeporter,berfontaine,2
magaguirre,muninunoa,2
repdechilenos,kadircruz,2
fandolini,el_ciudadano,2
anita03760104,24horastvn,2
luquebernardita,encuestaschil10,2
alucemoonbase,tron_1971,2
ruthsilvad,berfontaine,2
1970sith,paulodelgadoi,2
1970sith,marchanstar,2
varancib,berfontaine,2
erikamontecinos,jeniffermella,2
chupalalengua,jorgepablolguin,2
menina1204,betgerber,2
frfpancho,berfontaine,2
jpaudiophile,hugoguionista,2
oyarceemilia,el_ciudadano,2
marite63006576,encuestanonima,2
alejand88202848,24horastvn,2
karofuentesg,ropaestilosa,2
karofuentesg,artemisofarica,2
pparede21,osvaldo_contr2r,2
pparede21,cfelmerv,2
franda2012,angeldlacruz_,2
nativopoblador,hugoguionista,2
nativopoblador,afc073,2
valenti67552416,elisagiustinia1,2
juancar23997497,ccifuentesh,2
edugonza96,paz_charpentier,2
edugonza96,mangelhv,2
edugonza96,conihube,2
libre1chile,kekabasualdo,2
libre1chile,tatty1977,2
rosivegal,berfontaine,2
rossannacatalin,berfontaine,2
robertovillen10,berfontaine,2
abdon108,kekabasualdo,2
doctormoskowitz,berfontaine,2
doctormoskowitz,amarillos_chile,2
doctormoskowitz,artemisofarica,2
jcp_julio,marcetys,2
giovann48085989,meqchile,2
rodrigomanolo3,jeniffermella,2
marcelo23313472,marcetys,2
portovalhe,berfontaine,2
alanismills,berfontaine,2
re_redington,sebasti45781359,2
ata1980,berfontaine,2
ata1980,paz_charpentier,2
pamuratioetfide,andresamengual,2
bmg0207,paz_charpentier,2
carloswenzel,berfontaine,2
lyagonzalez1,claucatb,2
mariza48585274,berfontaine,2
claudio63189018,berfontaine,2
jaimeteov,24horastvn,2
jaimeteov,miderechoeducar,2
davidgomez_alva,berfontaine,2
trincadoernesto,amarillos_chile,2
giorgia01,berfontaine,2
ramavarc,rodrigoarayac_,2
patrici64535736,ccifuentesh,2
alfer710,miderechoeducar,2
paulivirginia22,leo_tuitero,2
worges,berfontaine,2
edo___________,sinfiltros_tv,2
mabidwell,berfontaine,2
victorlopez808,berfontaine,2
ale_caam,panchoorregog,2
elizabe90438429,paz_charpentier,2
elobservador456,berfontaine,2
rojas_alicias,marcetys,2
s0crt,panelciudadano,2
no_mas_estado,berfontaine,2
pedroortizherm1,paz_charpentier,2
ellwangersteefi,gubernatti,2
mr_libertad_,sebasti45781359,2
mr_libertad_,berfontaine,2
barby78570477,artemisofarica,2
chile_soberano,sebasti45781359,2
marcetys,el_ciudadano,2
veca1961,berfontaine,2
andresdos,berfontaine,2
sergithom,el_ciudadano,2
lacaletaelquisc,lucyanaah,2
polyberni,aldunatefran,2
gopeguifelipe,berfontaine,2
arroyo_maulen,ccifuentesh,2
benitezisabel41,berfontaine,2
realpatriot_22,berfontaine,2
fernand74321998,berfontaine,2
victoriaharas,berfontaine,2
sofoclos,angeldlacruz_,2
antimechero2020,berfontaine,2
manuelaravenan2,marcoqz,2
aguijon11,berfontaine,2
amaya_alvez,jeniffermella,2
ivanarcosivan,donmarcelofdez,2
ivanarcosivan,jorgepablolguin,2
ivanarcosivan,angelikamati,2
jage1415,chica61432746,2
luciacruzcacere,berfontaine,2
rosarioacemon,pablopadillarub,2
rosarioacemon,pagina19cl,2
fernand74419438,kekabasualdo,2
fernand74419438,paz_charpentier,2
lunayinyang,berfontaine,2
royantizurdos,berfontaine,2
valeria61600307,amorenoe,2
lopito2101,berfontaine,2
ijaimepicon,kekabasualdo,2
ijaimepicon,ropaestilosa,2
santanacamus,berfontaine,2
alecelish,marcoqz,2
alecelish,hugoguionista,2
m_s_e_r,berfontaine,2
m_s_e_r,paz_charpentier,2
antigonas6,el_ciudadano,2
gonzaloscorza,naticastillo_r,2
arturocerda,amarillos_chile,2
arturocerda,forregob,2
arturocerda,ccifuentesh,2
miisabela,berfontaine,2
bacianwilfredo,constindigena,2
jsandokan77,edosalascerda,2
johnbidwell10,artemisofarica,2
ellaresponde,kekabasualdo,2
alexgutif,jorgepablolguin,2
ilieol,fidelsaavedrab,2
raaathax,sinfiltros_tv,2
gonzalitrix,berfontaine,2
landa_labda,berfontaine,2
laperseverante7,berfontaine,2
chilemitierra79,berfontaine,2
nuestrochile1,amarillos_chile,2
omaticaya52,berfontaine,2
ecoconstituyent,dinoazulado_d6,2
ecoconstituyent,afc073,2
leosanchezu,berfontaine,2
peterlibertario,berfontaine,2
ciudadanods2020,24horastvn,2
gobchile,lucasaykal,2
retrovertigod,kekabasualdo,2
sanaziga4,24horastvn,2
isita57911283,24horastvn,2
jonhantartida,berfontaine,2
p8k82014,berfontaine,2
rodrigosain,berfontaine,2
kenygamboa,berfontaine,2
evelyn59011250,sinfiltros_tv,2
mpmbg2003,berfontaine,2
mpmbg2003,paz_charpentier,2
malecori,berfontaine,2
magiastral,24horastvn,2
h_beax,24horastvn,2
verottk77,barbie739585525,2
caroefi80,berfontaine,2
villajarim63,hugoguionista,2
cgloriabb,berfontaine,2
cristian100,berfontaine,2
carolina5966704,miderechoeducar,2
libertarioconte,berfontaine,2
gonzalo00333993,berfontaine,2
pablop_2017,berfontaine,2
pablop_2017,ccifuentesh,2
ricardopsj,berfontaine,2
paola14178698,berfontaine,2
christgotzok,berfontaine,2
christgotzok,aldunatefran,2
conylenz,berfontaine,2
varellanogarrid,berfontaine,2
nicoblahs,panchoorregog,2
fernandoosses,berfontaine,2
fernandoosses,paz_charpentier,2
maryaure,edosalascerda,2
claumenaresb,amarillos_chile,2
bgm109_tomahawk,24horastvn,2
bgm109_tomahawk,conihube,2
bgm109_tomahawk,panchoorregog,2
jato777,berfontaine,2
romero7alex,sebasti45781359,2
ripane2008,berfontaine,2
chirito1234,el_ciudadano,2
chirito1234,hugoguionista,2
alvaroparrague,maldonadocurti,2
larrigangnew,berfontaine,2
aprendizcrypto,consti_tuto,2
carmen_borbaran,kennysubiabre,2
carmen_borbaran,alertaley,2
carmen_borbaran,manuconstituye,2
siemprechile_,24horastvn,2
ppglezbustos,berfontaine,2
fsalviat,berfontaine,2
pjuais,berfontaine,2
maicmu,paz_charpentier,2
luis_cr88,berfontaine,2
motocita1,el_ciudadano,2
armando0274,berfontaine,2
mr__rosetti,berfontaine,2
inclusionchile,o287ro8at1,2
inclusionchile,lucasaykal,2
inclusionchile,lucyanaah,2
ma_paopodesta,ccifuentesh,2
ma_paopodesta,gubernatti,2
alejand38371671,berfontaine,2
cristinhidalgo6,smaprueba,2
jpdiazguerrero1,berfontaine,2
domingocd,berfontaine,2
mauricioojedat1,berfontaine,2
rkatrileo,24horastvn,2
ektkry,24horastvn,2
lneecron,encuestaschil10,2
igri48,rkatrileo,2
igri48,carovilchesf,2
janocepeda7,pelaoqlocomics,2
eduardo512021,berfontaine,2
lfsilvac,lucasaykal,2
eastigue,el_ciudadano,2
cardena65406239,berfontaine,2
carmenacualeiv1,berfontaine,2
cidalda,berfontaine,2
hga34946771,berfontaine,2
namegeorge,randymarzo,2
celsius2328,miguelhuerta32,2
celsius2328,tatty1977,2
chilelibre23345,berfontaine,2
chilenonorm,berfontaine,2
chilenonorm,eldrone3,2
miol21,berfontaine,2
fontapod,amorenoe,2
fontapod,crisvillavera,2
jotacanelones,ampueroadriana,2
vonfonck,berfontaine,2
territorio_cs,la_convergencia,2
fcoarellano,cami_randa,2
mceledonm,berfontaine,2
ccp_solo,ursulaeggers,2
fernandomolleru,berfontaine,2
diaguitaconsti1,constindigena,2
cagc813,24horastvn,2
torres_yuria,el_ciudadano,2
mireyasnchezor1,hugoguionista,2
mireyasnchezor1,centraleschile,2
litocoach,miguelhuerta32,2
biozero,el_ciudadano,2
cristianabarcaa,ccifuentesh,2
_tilusa,24horastvn,2
hola_atodxs,el_ciudadano,2
prafaelprovi,berfontaine,2
bermedopaola,berfontaine,2
girealaderecha,fedoraletelier,2
rem_1519,incommunicadodp,2
graciaam2,sebasti45781359,2
nordenroa,berfontaine,2
ignacioiriarte,jclaissac,2
alfredorayo000,patrialibertadn,2
copihua85,dunicos,2
patroj,dunicos,2
skaralbo1982,el_ciudadano,2
solrancagua,berfontaine,2
andreas48382820,halunkevalnor,2
viviluc2,constituyentefa,2
luchitovina1950,gonzaloferrerc,2
carmengloriade6,paz_charpentier,2
rafo_survivor,berfontaine,2
rafo_survivor,conihube,2
ayoyilez,marcialval86,2
1973educorv,carolina_rzr,2
emece53,hugoguionista,2
ctoledo8,berfontaine,2
relemapuches,24horastvn,2
relemapuches,gloconstituyent,2
relemapuches,lidiayagan,2
mitchbrennender,berfontaine,2
paudiaza,el_ciudadano,2
criordor,gat0saurior,2
criordor,martnariasloyo1,2
dougnacm,cnavarreteliz,2
rdlaflorida,24horastvn,2
mariasuperstars,kekabasualdo,2
veducador,centraleschile,2
eliclemenmr,jedomm,2
ejcardena,24horastvn,2
botemeterio,ccifuentesh,2
vitabossan,nodoxxi,2
patriotasantiag,24horastvn,2
caroamadrid,hugoguionista,2
nancy51010331,mangelhv,2
nancy51010331,aldunatefran,2
brga10,damabarca,2
cruzoe1,gloconstituyent,2
leonidas_aragon,ccifuentesh,2
juanenr59182082,hugoguionista,2
conicasema1,berfontaine,2
margamarcha,ampueroadriana,2
coca67851948,24horastvn,2
marthayines,joselabbem,2
marthayines,kekabasualdo,2
marthayines,miguelhuerta32,2
kisarivera01ju1,el_ciudadano,2
mariperaltam1,berfontaine,2
mariperaltam1,conihube,2
mariperaltam1,gentedelsur2022,2
daniels_jordana,kekabasualdo,2
michaelcastil29,el_ciudadano,2
michaelcastil29,manuconstituye,2
pcs_daniela,pablomanzanar1,2
fernand26605621,el_ciudadano,2
xchacoff,ccifuentesh,2
xchacoff,panchoorregog,2
atlasarmitage,berfontaine,2
mariomo37463062,amarillos_chile,2
chicolannister,ikramchilenial,2
blancariveros13,encuestaschil10,2
ceci1222,paz_charpentier,2
ceci1222,panchoorregog,2
hipierasta,hugoguionista,2
priscilallana,magica_radio,2
piensoluegoex11,magica_radio,2
jor_2g,ikramchilenial,2
sam91497261,ikramchilenial,2
r3_prez,berfontaine,2
r3_prez,encuestaschil10,2
sumplylucy,berfontaine,2
andrea25chilena,miderechoeducar,2
giuliasparza,rkatrileo,2
giuliasparza,afc073,2
juanelvazco,24horastvn,2
mario_ramon,24horastvn,2
socialinsular,miderechoeducar,2
martabe36005367,miderechoeducar,2
jano1967,panchoorregog,2
jasotol2,conihube,2
chileno51101624,miderechoeducar,2
sylviabustama,24horastvn,2
semmlerpatricio,24horastvn,2
semmlerpatricio,amarillos_chile,2
murrutia18,ccifuentesh,2
murrutia18,lucyanaah,2
criandrades,berfontaine,2
criandrades,sinfiltros_tv,2
carolinalara100,chica61432746,2
doritadelia,panchoorregog,2
frankdarkko,conihube,2
tabana1,berfontaine,2
tabana1,amarillos_chile,2
elisaloncon,millaburadolfo,2
ppitune,afc073,2
zeok99,berfontaine,2
cesarlevin,gentedelsur2022,2
cpalmamd,berfontaine,2
maria23236689,marcoqz,2
faencinal,encuestaschil10,2
mramos66,afc073,2
claudepizan,miderechoeducar,2
pelaoevr89a1,afc073,2
pelaoevr89a1,el_ciudadano,2
pelaoevr89a1,jedomm,2
mejianarr,ursulaeggers,2
invepaganar,ccifuentesh,2
94matatan,conihube,2
periodista_ateo,berfontaine,2
mlfontainecox,miderechoeducar,2
alexdiazneira1,berfontaine,2
machin56,24horastvn,2
patrici62585137,berfontaine,2
m_jaramillo_333,conihube,2
jasnamarin1,hugoguionista,2
v1_elena,berfontaine,2
bonilarra,miderechoeducar,2
eduloycal,berfontaine,2
eduloycal,panchoorregog,2
urrutiavjuan,conihube,2
kpazistrue,panchoorregog,2
chungungoltda,el_ciudadano,2
alejand72427813,hugoguionista,2
alefrigeriop,maldonadocurti,2
manuelfuro,el_ciudadano,2
jpablomc,conihube,2
jubaeva,el_ciudadano,2
mariaan84790241,hugoguionista,2
alfonsozaid83,hugoguionista,2
azaleanatural79,conihube,2
ruthsalinasgal,hugoguionista,2
alejoviteh,hugoguionista,2
mony_loreh,angeldlacruz_,2
mony_loreh,sinfiltros_tv,2
mjotor,cbarriaz,2
maritaalten,hugoguionista,2
lamaczx,pelaoqlocomics,2
jbascur242,berfontaine,2
luis81203028,panchoorregog,2
pbahamb,panelciudadano,2
confusamco,confusamchile,2
paulabv11,panchoorregog,2
renatoalfonsom1,24horastvn,2
patricio3874,gubernatti,2
nelsoncm69,paz_charpentier,2
nelsoncm69,miderechoeducar,2
nelsoncm69,berfontaine,2
ace__d__,dinoazulado_d6,2
luis_fuerza,panelciudadano,2
agus19881988,amarillos_chile,2
loreto_gu,berfontaine,2
loreto_gu,miderechoeducar,2
nana24519201,jedomm,2
nana24519201,ampueroadriana,2
juanpaburtoc,miderechoeducar,2
messinagodoy,el_ciudadano,2
sofiasofa4,tiapikachu,2
daisysarita,hugoguionista,2
gabriel48241,gabriel53158355,2
juanbernardoa11,hugoguionista,2
costapardaa,supernova_2020,2
danielc66739580,marchanstar,2
eme1810,sinfiltros_tv,2
naldo1970,el_ciudadano,2
naldo1970,squellaagustin,2
karolsiwi,ampueroadriana,2
andresarenasven,paz_charpentier,2
lorenaaraos1,mpukamau,2
olgabeltran1973,mpukamau,2
cualidadelas,javiparada,2
rveliz4,lucyanaah,2
ddu_10,arquitectxschd,2
ddu_10,el_ciudadano,2
venegastoro,ccifuentesh,2
totoroc0,jedomm,2
juaneugeniover4,el_ciudadano,2
mitchel60582467,constituyentefa,2
loreroli,el_ciudadano,2
jessica73200902,mpukamau,2
eurodanielm,solucionesyabar,2
katarina_sasha,adrian_goodrich,2
mariapazfiguer9,berfontaine,2
rohelio6,24horastvn,2
rohelio6,paz_charpentier,2
huesito18102007,ccifuentesh,2
huesito18102007,berfontaine,2
rodolfoxoliz,el_ciudadano,2
cheguevadas,aldunatefran,2
ammichinita,jeniffermella,2
8888perez,gubernatti,2
steb4n1,gubernatti,2
gustavo70076053,paz_charpentier,2
ea1martinezv,berfontaine,2
leonard_spock,berfontaine,2
makeka,fedoraletelier,2
patriciopi2,ccifuentesh,2
rosalbins,el_ciudadano,2
marcetakahashi,jedomm,2
711diaz,berfontaine,2
gonzjorg,lidiayagan,2
estebaninvestor,berfontaine,2
andynunenunez,ccifuentesh,2
rigormortiscl,osvaldo_contr2r,2
mononalinares,pahenriquez2021,2
liliana14059758,miderechoeducar,2
juanka1953,lau_nehuen,2
jorgeed26794627,randymarzo,2
rebeluzmont,paz_charpentier,2
catalina21777,berfontaine,2
titoromeroi,patodtoro,2
lori3540,lucasaykal,2
diegodaus82,berfontaine,2
montoyakhriss,berfontaine,2
trinidadasecas,berfontaine,2
gabrielanazal,ccifuentesh,2
gabrielanazal,berfontaine,2
mauralon,ccifuentesh,2
erikagodoysnch1,ccifuentesh,2
erikagodoysnch1,aldunatefran,2
mamaldob,ccifuentesh,2
dupplorealstate,ccifuentesh,2
dupplorealstate,sinfiltros_tv,2
kschovelin,panchoorregog,2
gussurlibre,el_ciudadano,2
garrigajp,ccifuentesh,2
anaturn22288897,amarillos_chile,2
salud_cut,confusamchile,2
mjosealvarezt,miderechoeducar,2
andre04509788,el_ciudadano,2
jerivas2149,ccifuentesh,2
renzin17,paulleon2179,2
pcsandov,sinfiltros_tv,2
anamariagazmuri,comundignidad,2
cc2011urbe,dpm_chile2020,2
ciudadaniaboric,gheragor,2
gustavomella8,panchoorregog,2
gustavomella8,aldunatefran,2
simplyblue1968,berfontaine,2
paz7654321,el_ciudadano,2
vemontalva,mmullor2016,2
leorockjas00,constituyenteo,2
valdebenitonata,jeniffermella,2
rebecagac12,pivotes_cl,2
chileandpoland,berfontaine,2
armandoredondo1,berfontaine,2
leonrozas,maldonadocurti,2
wafernandez40,ccifuentesh,2
beaur79,ccifuentesh,2
carolin53539744,ccifuentesh,2
torrens80pablo,panchoorregog,2
maurizioatriam,panchoorregog,2
mpecori,beethovenclusa,2
rdemocratica,andresgiordanos,2
evamariacarmona,el_ciudadano,2
cadolot,panchoorregog,2
k_bravo1,martnariasloyo1,2
medio_chileno,panchoorregog,2
urrutilaubreaux,rkatrileo,2
acuncuny,ropaestilosa,2
acuncuny,berfontaine,2
ramonprovoste,aldomardones,2
myguerr,marcoqz,2
lococable,artemisofarica,2
bobbybo73,paz_charpentier,2
bobbybo73,gubernatti,2
moraleschandia,jorgepablolguin,2
alienge85547174,el_ciudadano,2
ldrodriali,anahidurandg,2
j70192950,panchoorregog,2
lindasaa8,panchoorregog,2
labbesol,panchoorregog,2
dsnmartin,lucasaykal,2
oskrpa3cio069,panchoorregog,2
marveraojeda9,ampueroadriana,2
kutriuke,miguelhuerta32,2
kutriuke,amorenoe,2
kutriuke,santa_padre,2
je_eremy,joxe_karl,2
sergiopierry,24horastvn,2
sergiopierry,encuestaschil10,2
israel_cardenas,berfontaine,2
sicnoticia,cristalina_963,2
miguelhuerta32,gloriaalonsomiq,2
ricardo68045851,jorgepablolguin,2
elsebabenito,el_ciudadano,2
tecitoa1tecito,erickaportillab,2
antofagasta2022,criordor,2
rbetty2011,berfontaine,2
guillermohoust7,el_ciudadano,2
fbsalgad,amorenoe,2
ruth_uas,miderechoeducar,2
cmunozvice,berfontaine,2
cmunozvice,sinfiltros_tv,2
mbligre,paz_charpentier,2
santiagodelpozo,mmullor2016,2
aurelialibre,paz_charpentier,2
solange_riquec,paz_charpentier,2
valenti93630600,panchoorregog,2
j__madison,berfontaine,2
paltonsoquete,paz_charpentier,2
tomymon_r,la_convergencia,2
pabla2255102021,paz_charpentier,2
andresr40416604,el_ciudadano,2
cindyvm4,miderechoeducar,2
lee_belmar4040,jeniffermella,2
marciabts,amorenoe,2
cecibanez,berfontaine,2
fideliciovallad,berfontaine,2
fideliciovallad,ccifuentesh,2
esporchile2022,paz_charpentier,2
sakuloko,el_ciudadano,2
claudio57216394,lucyanaah,2
cidariel,desdelaofis,2
fholistico,ccifuentesh,2
bullcatos,paz_charpentier,2
juanomcjuano,ccifuentesh,2
lormaxm,paz_charpentier,2
gainza2037,el_ciudadano,2
manuconstituye,el_ciudadano,2
narepse1,el_ciudadano,2
alejandrinatobr,constindigena,2
zamzamjara5,berfontaine,2
mcubillossigall,berfontaine,2
luisjimenezc,constindigena,2
ro_moyano_26,aldunatefran,2
marita_stappung,dlirio,2
martacaldernos1,mmullor2016,2
jlgarca4,el_ciudadano,2
felipearaos,el_ciudadano,2
ximeleala,hugoguionista,2
consuecastro,24horastvn,2
1denmadrid,famigliapp,2
alanreyunac,anahidurandg,2
mae_jica,alertaley,2
hernanbachler,hugoguionista,2
chica61432746,ropaestilosa,2
alvarocampana,esahoraperu,2
ydchilem,kekabasualdo,2
fachomet,paz_charpentier,2
jachesx,berfontaine,2
shirokarazu,cadem_cl,2
shirokarazu,angeldlacruz_,2
fcoesperguelm,auroradelgadov,2
1956eduardofco,el_ciudadano,2
jgus48,marcetys,2
jgus48,hugoguionista,2
luki64306752,mmullor2016,2
guiguifr32,ccifuentesh,2
ajim43,ndi3go,2
liberales_chile,pamoralesf,2
carvallofdo,andresgiordanos,2
rhodesoto1,aldunatefran,2
stefanysrg1,24horastvn,2
mdaza_abogado,24horastvn,2
hmanriquezmoya,24horastvn,2
claudio70932894,utdtrabajodigno,2
aleconcha_,24horastvn,2
vamos_estrella,consti_tuto,2
silveymunzen,berfontaine,2
silveymunzen,aldunatefran,2
semperf76205417,miderechoeducar,2
isabelu96160179,ccifuentesh,2
cjuimos,loreto_vallejos,2
personapensant2,aldunatefran,2
personapensant2,ccifuentesh,2
loretoponcep,angeldlacruz_,2
eacor,paz_charpentier,2
alear04,panchoorregog,2
jrkimi_75,berfontaine,2
triny113,aldunatefran,2
ricardomonterog,aldunatefran,2
ygorayeb,crisvillavera,2
maca_munoz_a,panchoorregog,2
borquez_alarcon,panchoorregog,2
ca_santis30,panchoorregog,2
ayovotorechazo,berfontaine,2
puconstituyente,medicanatyh,2
nosoydetumanada,kekabasualdo,2
cupidorosado,el_ciudadano,2
alejandra_lop,paz_charpentier,2
lauraupegui33,aldunatefran,2
ohpizarro,24horastvn,2
cristipatriota,kekabasualdo,2
jessicardweb,magica_radio,2
mariorpavez,berfontaine,2
javieramanzi,rkatrileo,2
le_museau,24horastvn,2
dm_patriota74,panchoorregog,2
nespinozat97,squellaagustin,2
macamovillo,paz_charpentier,2
jedomm,el_ciudadano,2
kyuniel_holic,24horastvn,2
maxi_azul,jorgepablolguin,2
carlosivanarro1,el_ciudadano,2
opazomargot,el_ciudadano,2
marx_con_iphone,panchoorregog,2
s_cucho,jl_kadel,2
marproschle,el_ciudadano,2
delafontaine17r,panchoorregog,2
joanbas,felipeajenjo,2
marcela95089204,zcensurada,2
rnahuel_xxi,el_ciudadano,2
699eff2e3e144bd,encuestaschil10,2
mcjohnson_x,el_ciudadano,2
pieromedicci,sebasti45781359,2
dortizventa,hugoguionista,2
dortizventa,dlirio,2
corazonrojo26,naticastillo_r,2
caniviloclaudio,24horastvn,2
caniviloclaudio,chica61432746,2
jccontactosur,latendenciacl,2
jccontactosur,ropaestilosa,2
kikee_her,sinfiltros_tv,2
alex33853632,hugoguionista,2
anaforest8,24horastvn,2
pabloandresdiax,berfontaine,2
felixfi93345317,24horastvn,2
horosco1990,anahidurandg,2
marvelac2,berfontaine,2
mariapi17610856,jfbc472,2
jalfonsoflores,24horastvn,2
alcruzman,anahidurandg,2
acambiarlos,berfontaine,2
cperezspencer,berfontaine,2
luisv2hotmailc2,anahidurandg,2
fasc_87,anahidurandg,2
default__1,berfontaine,2
mr_anderson_o_o,ximr_r,2
